filer_cik,quarter,accession,form,filing_date,role,in_book,detail
1061165,2025Q2,0000902664-25-003627,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1061165,2025Q3,0000902664-25-004988,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1061165,2025Q4,0000902664-26-001084,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1061165,2026Q1,0000919574-26-003439,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1061165,2026Q2,0000919574-26-005485,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2024Q2,0000950123-24-008740,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2024Q3,0000950123-24-011775,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2024Q4,0000950123-25-002701,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2025Q1,0000950123-25-005701,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2025Q1,0000950123-25-008361,13F-HR/A,2025-08-14,NEW_HOLDINGS,True,NEW HOLDINGS amendment 1 appended after the base filing (Form 13F Special Instruction 3)
1067983,2025Q2,0000950123-25-008343,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2025Q3,0001193125-25-282901,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2025Q4,0001193125-26-054580,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2026Q1,0001193125-26-226661,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1067983,2026Q2,0001193125-26-352200,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2024Q2,0000905148-24-002226,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2024Q3,0001103804-24-000006,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2024Q4,0001103804-25-000002,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2025Q1,0001103804-25-000004,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2025Q2,0001103804-25-000007,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2025Q3,0001103804-25-000010,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2025Q4,0001103804-26-000002,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2026Q1,0001103804-26-000004,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1103804,2026Q2,0001103804-26-000006,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1135730,2024Q2,0000919574-24-004594,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1135730,2024Q3,0000919574-24-006691,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1135730,2024Q4,0000919574-25-001429,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1135730,2025Q1,0000919574-25-003179,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1135730,2025Q2,0000919574-25-004823,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1135730,2025Q3,0000919574-25-006976,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1135730,2025Q4,0000919574-26-001239,13F-HR,2026-02-17,SUPERSEDED_ORIGINAL,False,replaced by a later RESTATEMENT amendment
1135730,2025Q4,0000919574-26-003414,13F-HR/A,2026-05-15,BASE_RESTATEMENT,True,latest RESTATEMENT restates the quarter in its entirety
1135730,2026Q1,0000919574-26-003501,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1135730,2026Q2,0000919574-26-005478,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2024Q2,0000919574-24-004713,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2024Q3,0000919574-24-006690,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2024Q4,0000919574-25-001475,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2025Q1,0000919574-25-003217,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2025Q2,0000919574-25-004870,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2025Q3,0000919574-25-006931,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2025Q4,0000919574-26-001143,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2026Q1,0000919574-26-003362,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1167483,2026Q2,0000919574-26-005427,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1336528,2024Q2,0001172661-24-003511,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1336528,2024Q3,0001172661-24-005218,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1336528,2024Q4,0001172661-25-001119,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1336528,2024Q4,0001172661-25-001497,13F-HR/A,2025-04-16,NEW_HOLDINGS,True,NEW HOLDINGS amendment 1 appended after the base filing (Form 13F Special Instruction 3)
1336528,2025Q1,0001172661-25-002315,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1336528,2025Q2,0001172661-25-003509,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1336528,2025Q3,0001172661-25-005039,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1336528,2025Q4,0001172661-26-001091,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1336528,2026Q1,0001172661-26-002336,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2024Q2,0001172661-24-002860,13F-HR,2024-07-23,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2024Q3,0001172661-24-004289,13F-HR,2024-10-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2024Q4,0001172661-25-000270,13F-HR,2025-01-21,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2025Q1,0001172661-25-001932,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2025Q2,0001172661-25-002977,13F-HR,2025-08-08,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2025Q3,0001172661-25-004712,13F-HR,2025-11-12,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2025Q4,0001172661-26-000625,13F-HR,2026-02-11,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2026Q1,0001172661-26-001535,13F-HR,2026-04-24,BASE_ORIGINAL,True,original 13F-HR is the base filing
1484150,2026Q2,0001172661-26-002623,13F-HR,2026-07-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2024Q2,0001172661-24-003549,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2024Q3,0001172661-24-005240,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2024Q4,0001172661-25-001165,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2025Q1,0001172661-25-002307,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2025Q2,0001172661-25-003351,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2025Q3,0001172661-25-005032,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2025Q4,0001172661-26-001122,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2026Q1,0001172661-26-002341,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1489933,2026Q2,0001172661-26-003786,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2024Q2,0001541617-24-000007,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2024Q3,0001541617-24-000009,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2024Q4,0001541617-25-000002,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2025Q1,0001541617-25-000005,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2025Q2,0001541617-25-000009,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2025Q3,0001541617-25-000013,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2025Q4,0001541617-26-000002,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2026Q1,0001541617-26-000006,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1541617,2026Q2,0001541617-26-000008,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2024Q2,0001520023-24-000030,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2024Q3,0001520023-24-000040,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2024Q4,0001520023-25-000002,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2025Q1,0001520023-25-000003,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2025Q2,0001801547-25-000008,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2025Q3,0001569205-25-000004,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2025Q4,0001569205-26-000002,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2026Q1,0001569205-26-000005,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1569205,2026Q2,0001569205-26-000012,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1641864,2024Q2,0001641864-24-000006,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1641864,2024Q3,0001641864-24-000012,13F-HR,2024-11-13,BASE_ORIGINAL,True,original 13F-HR is the base filing
1641864,2024Q4,0001641864-25-000002,13F-HR,2025-02-13,SUPERSEDED_ORIGINAL,False,replaced by a later RESTATEMENT amendment
1641864,2024Q4,0001641864-25-000005,13F-HR/A,2025-08-12,BASE_RESTATEMENT,True,latest RESTATEMENT restates the quarter in its entirety
1641864,2025Q1,0001641864-25-000003,13F-HR,2025-05-13,SUPERSEDED_ORIGINAL,False,replaced by a later RESTATEMENT amendment
1641864,2025Q1,0001641864-25-000006,13F-HR/A,2025-08-12,BASE_RESTATEMENT,True,latest RESTATEMENT restates the quarter in its entirety
1641864,2025Q2,0001641864-25-000007,13F-HR,2025-08-13,BASE_ORIGINAL,True,original 13F-HR is the base filing
1641864,2025Q3,0001641864-25-000010,13F-HR,2025-11-14,SUPERSEDED_ORIGINAL,False,replaced by a later RESTATEMENT amendment
1641864,2025Q3,0001641864-25-000011,13F-HR/A,2025-11-14,SUPERSEDED_RESTATEMENT,False,a later RESTATEMENT is the quarter-final base
1641864,2025Q3,0001641864-25-000012,13F-HR/A,2025-11-17,BASE_RESTATEMENT,True,latest RESTATEMENT restates the quarter in its entirety
1641864,2025Q4,0001641864-26-000002,13F-HR,2026-02-13,BASE_ORIGINAL,True,original 13F-HR is the base filing
1641864,2026Q1,0001641864-26-000004,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1641864,2026Q2,0001641864-26-000005,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2024Q2,0001647251-24-000007,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2024Q3,0001647251-24-000011,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2024Q4,0001647251-25-000003,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2025Q1,0001647251-25-000005,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2025Q2,0001647251-25-000009,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2025Q3,0001647251-25-000014,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2025Q4,0001647251-26-000002,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2026Q1,0001647251-26-000004,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1647251,2026Q2,0001647251-26-000007,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2024Q2,0001656456-24-000003,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2024Q3,0001656456-24-000004,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2024Q4,0001656456-25-000001,13F-HR,2025-02-10,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2025Q1,0001656456-25-000005,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2025Q2,0001656456-25-000006,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2025Q3,0001656456-25-000007,13F-HR,2025-11-13,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2025Q4,0001656456-26-000001,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2026Q1,0001656456-26-000002,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1656456,2026Q2,0001656456-26-000003,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2024Q2,0001777813-24-000008,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2024Q3,0001777813-24-000010,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2024Q4,0001768757-25-000003,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2025Q1,0001777813-25-000005,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2025Q2,0001768757-25-000010,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2025Q3,0001777813-25-000008,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2025Q4,0001777813-26-000003,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2026Q1,0001777813-26-000006,13F-HR,2026-05-18,BASE_ORIGINAL,True,original 13F-HR is the base filing
1777813,2026Q2,0001777813-26-000009,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2024Q2,0001868537-24-000009,13F-HR,2024-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2024Q3,0001520023-24-000041,13F-HR,2024-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2024Q4,0001868537-25-000008,13F-HR,2025-02-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2025Q1,0001868537-25-000009,13F-HR,2025-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2025Q2,0001801547-25-000007,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2025Q3,0001868537-25-000015,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2025Q4,0001868537-26-000002,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2026Q1,0001868537-26-000003,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
1868537,2026Q2,0001868537-26-000007,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
2026053,2025Q2,0001172661-25-003512,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
2026053,2025Q3,0001172661-25-005115,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
2026053,2025Q4,0001172661-26-001095,13F-HR,2026-02-17,BASE_ORIGINAL,True,original 13F-HR is the base filing
2026053,2026Q1,0001172661-26-002339,13F-HR,2026-05-15,BASE_ORIGINAL,True,original 13F-HR is the base filing
2026053,2026Q2,0001172661-26-003790,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
2038540,2026Q1,0002038540-26-000004,13F-HR,2026-05-18,BASE_ORIGINAL,True,original 13F-HR is the base filing
2045724,2024Q4,0000935836-25-000120,13F-HR,2025-02-12,BASE_ORIGINAL,True,original 13F-HR is the base filing
2045724,2025Q1,0002045724-25-000002,13F-HR,2025-05-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
2045724,2025Q2,0002045724-25-000006,13F-HR,2025-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
2045724,2025Q3,0002045724-25-000008,13F-HR,2025-11-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
2045724,2025Q4,0002045724-26-000002,13F-HR,2026-02-11,BASE_ORIGINAL,True,original 13F-HR is the base filing
2045724,2026Q1,0002045724-26-000008,13F-HR,2026-05-18,BASE_ORIGINAL,True,original 13F-HR is the base filing
2045724,2026Q2,0000935836-26-000418,13F-HR,2026-08-14,BASE_ORIGINAL,True,original 13F-HR is the base filing
2038540,2026Q1,0002038540-26-000004,13F-HR,2026-05-18,DUPLICATE_BOOK,False,"Situational Awareness: book identical to filer 2045724 acc 0002045724-26-000008 (42 rows, CUSIP+class+put/call+type+shares+value multiset match); excluded to avoid double-counting Situational Awareness"
